INDEX,SPMCODE,Collector_no,Alt_Coll_No,TAXA-Current_determination,Collection_date,Collectors,OWNER,Country,State_Province_Region_territory,substate,substateRank,Site,Protected,habitat,associates,DBH-cm,Height-m,plantAttributesOther,Determination_HIST_PIPED,Determined_by,Determined_date,determination_reasoning_notes,sourceInstitution,livingCollectionsNumber,OrigSourceInfo,Original Source- Cultivated,latitude.orig,longitude.orig,Elevation-USETHIS,coordinatesSource,photos,Collecting_Extracting_notes,Project,DNA_location,voucher1,voucher2,voucher3,otherVouchers,MOR_Acc_Num,SPM_voucher,Voucher_Notes,Mira used for:,Wild_Arb_GH_Collected,latitude_georef,longitude_georef,Georeference_source,country-georef,state_province_georef,County_georef,City_georef,HYB-SEQ-EXTRACT,Hyb-SEQ subproject,HYB-SEQ Sequenced On,Hyb-SEQ_filename1,Hyb-SEQ_filename2,HYB-SEQ notes,HYB-SEQ_BioProject,Hyb-SEQ-SRA_library_ID,SRA_biosample_accession,HYB-SEQ SRA_title_correct_LOCALITY_INFO,Lookup-SUBGENUS-by-CurrentTAXA,LOOKUP-section-by-currentTAXA,Lookup-CLADE0by-CurrentTAXA,GABE-TEMP
2450,QUE002450,MN-MG787,,Quercus macrocarpa,8/28/17,Mira Garner,HIPP,USA,Minnesota,Ramsey,County,"University of Minnesota - St. Paul Campus, Golf course",,Mowed lawn,,,,,Quercus macrocarpa Michx.,,,,,,,,44.99094,-93.19437,980 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),x,x,x,186109,MOR<USA-IL>: Garner MN-MG787,,Rangewide,wild,44.99094,-93.19437,NA-Wild collected,USA,Minnesota,,,OAK-MOR-001512,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001512_S72_L001_R1_001.fastq.gz,OAK-MOR-001512_S72_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Minnesota,subg. Quercus,Quercus,Prinoideae,QUE002450
2453,QUE002453,MN-MG790,,Quercus macrocarpa,8/29/17,Mira Garner,HIPP,USA,Minnesota,Hennepin,County,"University of Minnesota - Twin Cities, Burton Hall",,Mowed lawn,,,,,Quercus macrocarpa Michx.,,,,,,,,44.97771,-93.23801,825 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),x,x,x,186110,MOR<USA-IL>: Garner MN-MG790,,Rangewide,wild,44.97771,-93.23801,NA-Wild collected,USA,Minnesota,,,OAK-MOR-001513,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001513_S73_L001_R1_001.fastq.gz,OAK-MOR-001513_S73_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Minnesota,subg. Quercus,Quercus,Prinoideae,QUE002453
2454,QUE002454,IN-MG791,,Quercus macrocarpa,9/3/17,"Mira Garner, Lindsey Worcester",HIPP,USA,Indiana,Allen,County,"Lakeside Park, Fort Wayne",,Mowed park,,,,,Quercus macrocarpa Michx.,,,,,,,,41.08874,-85.12054,790 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),x,x,x,186408,MOR<USA-IL>: Garner & Worcester IN-MG791,,Rangewide,wild,41.08874,-85.12054,NA-Wild collected,USA,Indiana,,,OAK-MOR-001514,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001514_S74_L001_R1_001.fastq.gz,OAK-MOR-001514_S74_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Indiana,subg. Quercus,Quercus,Prinoideae,QUE002454
2455,QUE002455,IN-MG792,,Quercus macrocarpa,9/3/17,"Mira Garner, Lindsey Worcester",HIPP,USA,Indiana,Allen,County,"Lakeside Park, Fort Wayne",,Mowed park,,,,,Quercus macrocarpa Michx.,,,,,,,,41.08919,-85.11948,782 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),x,x,x,185925,MOR<USA-IL>: Garner & Worcester IN-MG792,,Rangewide,wild,41.08919,-85.11948,NA-Wild collected,USA,Indiana,,,OAK-MOR-001515,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001515_S75_L001_R1_001.fastq.gz,OAK-MOR-001515_S75_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Indiana,subg. Quercus,Quercus,Prinoideae,QUE002455
2459,QUE002459,IN-MG796,,Quercus macrocarpa,9/3/17,"Mira Garner, Lindsey Worcester",HIPP,USA,Indiana,Allen,County,"Lakeside Park, Fort Wayne",,Mowed park,,,,,Quercus macrocarpa Michx.,,,,,,,,41.08937,-85.11921,761 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),x,x,x,186410,MOR<USA-IL>: Garner & Worcester IN-MG796,,Rangewide,wild,41.08937,-85.11921,NA-Wild collected,USA,Indiana,,,OAK-MOR-001516,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001516_S76_L001_R1_001.fastq.gz,OAK-MOR-001516_S76_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Indiana,subg. Quercus,Quercus,Prinoideae,QUE002459
2460,QUE002460,OH-MG797,,Quercus macrocarpa,9/5/17,"Mira Garner, Lindsey Worcester",HIPP,USA,Ohio,Champaign,County,Pearl King Savanna,,Bur oak savanna,"Toxicodendron radicans, Solidago canadensis, Sorghastrum nutans, Andropogon gerardii, Rosa, Vicia, Ratibida pinnata",,,,Quercus macrocarpa Michx.,,,,,,,,40.0436,-83.47987,1015 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),x,x,x,186111,MOR<USA-IL>: Garner & Worcester OH-MG797,,Rangewide,wild,40.0436,-83.47987,NA-Wild collected,USA,Ohio,,,OAK-MOR-001517,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001517_S77_L001_R1_001.fastq.gz,OAK-MOR-001517_S77_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Ohio,subg. Quercus,Quercus,Prinoideae,QUE002460
2463,QUE002463,OH-MG800,,Quercus macrocarpa,9/5/17,"Mira Garner, Lindsey Worcester",HIPP,USA,Ohio,Champaign,County,Pearl King Savanna,,Bur oak savanna,"Toxicodendron radicans, Solidago canadensis, Sorghastrum nutans, Andropogon gerardii, Rosa, Vicia, Ratibida pinnata",,,,Quercus macrocarpa Michx.,,,,,,,,40.04521,-83.47924,1048 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),x,x,x,186411,MOR<USA-IL>: Garner & Worcester OH-MG800,,Rangewide,wild,40.04521,-83.47924,NA-Wild collected,USA,Ohio,,,OAK-MOR-001518,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001518_S78_L001_R1_001.fastq.gz,OAK-MOR-001518_S78_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Ohio,subg. Quercus,Quercus,Prinoideae,QUE002463
2467,QUE002467,OH-MG804,,Quercus macrocarpa,9/5/17,"Mira Garner, Lindsey Worcester",HIPP,USA,Ohio,Champaign,County,Pearl King Savanna,,Bur oak savanna,"Toxicodendron radicans, Solidago canadensis, Sorghastrum nutans, Andropogon gerardii, Rosa, Vicia, Ratibida pinnata",,,,Quercus macrocarpa Michx.,,,,,,,,40.04436,-83.47891,1063 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),x,x,x,186413,MOR<USA-IL>: Garner & Worcester OH-MG804,,Rangewide,wild,40.04436,-83.47891,NA-Wild collected,USA,Ohio,,,OAK-MOR-001519,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001519_S79_L001_R1_001.fastq.gz,OAK-MOR-001519_S79_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Ohio,subg. Quercus,Quercus,Prinoideae,QUE002467
2471,QUE002471,OH-MG808,,Quercus macrocarpa,9/5/17,"Mira Garner, Lindsey Worcester",HIPP,USA,Ohio,Crawford,County,Daughmer Prairie Savannah State Nature Preserve,,Bur oak savanna,,,,,Quercus macrocarpa Michx.,,,,,,,,40.73122,-83.09328,985 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),x,x,x,186415,MOR<USA-IL>: Garner & Worcester OH-MG808,,DNA Barcoding,wild,40.73122,-83.09328,NA-Wild collected,USA,Ohio,,,OAK-MOR-001322,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001322_mac_S46_L001_R1_001.fastq.gz,OAK-MOR-001322_mac_S46_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Ohio,subg. Quercus,Quercus,Prinoideae,QUE002471
2474,QUE002474,OH-MG811,,Quercus macrocarpa,9/5/17,"Mira Garner, Lindsey Worcester",HIPP,USA,Ohio,Crawford,County,Daughmer Prairie Savannah State Nature Preserve,,Bur oak savanna,,,,,Quercus macrocarpa Michx.,,,,,,,,40.73036,-83.09472,980 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),x,x,x,186416,MOR<USA-IL>: Garner & Worcester OH-MG811,,Rangewide,wild,40.73036,-83.09472,NA-Wild collected,USA,Ohio,,,OAK-MOR-001520,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001520_S80_L001_R1_001.fastq.gz,OAK-MOR-001520_S80_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Ohio,subg. Quercus,Quercus,Prinoideae,QUE002474
2478,QUE002478,OH-MG815,,Quercus macrocarpa,9/5/17,"Mira Garner, Lindsey Worcester",HIPP,USA,Ohio,Crawford,County,Daughmer Prairie Savannah State Nature Preserve,,Bur oak savanna,,,,,Quercus macrocarpa Michx.,,,,,,,,40.72819,-83.09294,977 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),x,x,x,185962,MOR<USA-IL>: Garner & Worcester OH-MG815,,Rangewide,wild,40.72819,-83.09294,NA-Wild collected,USA,Ohio,,,OAK-MOR-001521,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001521_S1_L001_R1_001.fastq.gz,OAK-MOR-001521_S1_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Ohio,subg. Quercus,Quercus,Prinoideae,QUE002478
2480,QUE002480,OH-MG817,,Quercus macrocarpa,9/6/17,"Mira Garner, Lindsey Worcester",HIPP,USA,Ohio,Fulton,County,Goll Woods State Nature Preserve,,Woods,"Quercus macrocarpa, Quercus alba, Quercus rubra, Fagus grandifolia, Acer saccharum, Asimina triloba, Carya ovata, Hamamelis, Ulmus, Toxicodendron radicans",,,,Quercus macrocarpa Michx.,,,,,,,,41.55069,-84.35969,983 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),x,x,x,185963,MOR<USA-IL>: Garner & Worcester OH-MG817,,DNA Barcoding,wild,41.55069,-84.35969,NA-Wild collected,USA,Ohio,,,OAK-MOR-001323,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001323_mac_S47_L001_R1_001.fastq.gz,OAK-MOR-001323_mac_S47_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Ohio,subg. Quercus,Quercus,Prinoideae,QUE002480
2481,QUE002481,OH-MG818,,Quercus muehlenbergii,9/6/17,"Mira Garner, Lindsey Worcester",HIPP,USA,Ohio,Fulton,County,Goll Woods State Nature Preserve,,Woods,"Quercus macrocarpa, Quercus alba, Quercus rubra, Fagus grandifolia, Acer saccharum, Asimina triloba, Carya ovata, Hamamelis, Ulmus, Toxicodendron radicans",,,,Quercus muehlenbergii Engelm.,,,,,,,,41.55096,-84.35846,765 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),x,x,x,185964,MOR<USA-IL>: Garner & Worcester OH-MG818,,DNA Barcoding,wild,41.55096,-84.35846,NA-Wild collected,USA,Ohio,,,OAK-MOR-001324,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001324_S13_L001_R1_001.fastq.gz,OAK-MOR-001324_S13_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus muehlenbergii from USA:Ohio,subg. Quercus,Quercus,Prinoideae,QUE002481
2484,QUE002484,OH-MG821,,Quercus muehlenbergii,9/6/17,"Mira Garner, Lindsey Worcester",HIPP,USA,Ohio,Fulton,County,Goll Woods State Nature Preserve,,Woods,"Quercus macrocarpa, Quercus alba, Quercus rubra, Fagus grandifolia, Acer saccharum, Asimina triloba, Carya ovata, Hamamelis, Ulmus, Toxicodendron radicans",,,,Quercus muehlenbergii Engelm.,,,,,,,,41.55111,-84.35754,791 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),x,x,x,185967,MOR<USA-IL>: Garner & Worcester OH-MG821,,Rangewide,wild,41.55111,-84.35754,NA-Wild collected,USA,Ohio,,,OAK-MOR-001522,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001522_S2_L001_R1_001.fastq.gz,OAK-MOR-001522_S2_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus muehlenbergii from USA:Ohio,subg. Quercus,Quercus,Prinoideae,QUE002484
2487,QUE002487,OH-MG824,,Quercus alba,9/6/17,"Mira Garner, Lindsey Worcester",HIPP,USA,Ohio,Fulton,County,Goll Woods State Nature Preserve,,Woods,"Quercus macrocarpa, Quercus alba, Quercus rubra, Fagus grandifolia, Acer saccharum, Asimina triloba, Carya ovata, Hamamelis, Ulmus, Toxicodendron radicans",,,,Quercus alba L.,,,,,,,,41.55184,-84.35523,825 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),x,x,x,185970,MOR<USA-IL>: Garner & Worcester OH-MG824,,Rangewide,wild,41.55184,-84.35523,NA-Wild collected,USA,Ohio,,,OAK-MOR-001523,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001523_S3_L001_R1_001.fastq.gz,OAK-MOR-001523_S3_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus alba from USA:Ohio,subg. Quercus,Quercus,Albae,QUE002487
2488,QUE002488,OH-MG825,,Quercus muehlenbergii,9/6/17,"Mira Garner, Lindsey Worcester",HIPP,USA,Ohio,Fulton,County,Goll Woods State Nature Preserve,,Woods,"Quercus macrocarpa, Quercus alba, Quercus rubra, Fagus grandifolia, Acer saccharum, Asimina triloba, Carya ovata, Hamamelis, Ulmus, Toxicodendron radicans",,,,Quercus muehlenbergii Engelm.,,,,,,,,41.55179,-84.35439,735 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),x,x,x,185971,MOR<USA-IL>: Garner & Worcester OH-MG825,,Rangewide,wild,41.55179,-84.35439,NA-Wild collected,USA,Ohio,,,OAK-MOR-001524,phylo|macrocarpa,Illumina MiSeq,OAK-MOR-001524_S4_L001_R1_001.fastq.gz,OAK-MOR-001524_S4_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus muehlenbergii from USA:Ohio,subg. Quercus,Quercus,Prinoideae,QUE002488
2492,QUE002492,OH-MG829,,Quercus macrocarpa,9/6/17,"Mira Garner, Lindsey Worcester",HIPP,USA,Ohio,Fulton,County,Goll Woods State Nature Preserve,,Woods,"Quercus macrocarpa, Quercus alba, Quercus rubra, Fagus grandifolia, Acer saccharum, Asimina triloba, Carya ovata, Hamamelis, Ulmus, Toxicodendron radicans",,,,Quercus macrocarpa Michx.,,,,,,,,41.55453,-84.35494,755 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),x,x,x,185974,MOR<USA-IL>: Garner & Worcester OH-MG829,,Rangewide,wild,41.55453,-84.35494,NA-Wild collected,USA,Ohio,,,OAK-MOR-001525,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001525_S5_L001_R1_001.fastq.gz,OAK-MOR-001525_S5_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Ohio,subg. Quercus,Quercus,Prinoideae,QUE002492
2493,QUE002493,OH-MG830,,Quercus alba,9/6/17,"Mira Garner, Lindsey Worcester",HIPP,USA,Ohio,Fulton,County,Goll Woods State Nature Preserve,,Woods,"Quercus macrocarpa, Quercus alba, Quercus rubra, Fagus grandifolia, Acer saccharum, Asimina triloba, Carya ovata, Hamamelis, Ulmus, Toxicodendron radicans",,,,Quercus alba L.,,,,,,,,41.5522,-84.35895,804 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),x,x,x,185975,MOR<USA-IL>: Garner & Worcester OH-MG830,,DNA Barcoding,wild,41.5522,-84.35895,NA-Wild collected,USA,Ohio,,,OAK-MOR-001325,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001325_alb_S39_L001_R1_001.fastq.gz,OAK-MOR-001325_alb_S39_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus alba from USA:Ohio,subg. Quercus,Quercus,Albae,QUE002493
2494,QUE002494,OH-MG831,,Quercus alba,9/6/17,"Mira Garner, Lindsey Worcester",HIPP,USA,Ohio,Fulton,County,Goll Woods State Nature Preserve,,Woods,"Quercus macrocarpa, Quercus alba, Quercus rubra, Fagus grandifolia, Acer saccharum, Asimina triloba, Carya ovata, Hamamelis, Ulmus, Toxicodendron radicans",,,,Quercus alba L.,,,,,,,,41.55399,-84.36051,848 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),x,x,x,185976,MOR<USA-IL>: Garner & Worcester OH-MG831,,Rangewide,wild,41.55399,-84.36051,NA-Wild collected,USA,Ohio,,,OAK-MOR-001526,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001526_S6_L001_R1_001.fastq.gz,OAK-MOR-001526_S6_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus alba from USA:Ohio,subg. Quercus,Quercus,Albae,QUE002494
2495,QUE002495,IL-MG832,,Quercus alba,9/11/17,Mira Garner,HIPP,USA,Illinois,Cook,County,Cranberry Slough Nature Preserve,,Oak woods,,,,,Quercus alba L.,,,,,,,,41.71554,-87.86613,724 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),x,x,x,186207,MOR<USA-IL>: Garner IL-MG832,,Rangewide,wild,41.71554,-87.86613,NA-Wild collected,USA,Illinois,,,OAK-MOR-001527,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001527_S7_L001_R1_001.fastq.gz,OAK-MOR-001527_S7_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus alba from USA:Illinois,subg. Quercus,Quercus,Albae,QUE002495
2496,QUE002496,IL-MG833,,Quercus macrocarpa,9/11/17,Mira Garner,HIPP,USA,Illinois,Cook,County,Cranberry Slough Nature Preserve,,Oak woods,,,,,Quercus macrocarpa Michx.,,,,,,,,41.71553,-87.86614,705 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),x,x,x,186319,MOR<USA-IL>: Garner IL-MG833,,Rangewide,wild,41.71553,-87.86614,NA-Wild collected,USA,Illinois,,,OAK-MOR-001528,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001528_S8_L001_R1_001.fastq.gz,OAK-MOR-001528_S8_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois,subg. Quercus,Quercus,Prinoideae,QUE002496
2502,QUE002502,IL-MG839,,Quercus macrocarpa,9/11/17,Mira Garner,HIPP,USA,Illinois,Cook,County,Cranberry Slough Nature Preserve,,Oak woods,,,,,Quercus macrocarpa Michx.,,,,,,,,41.71129,-87.86589,727 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),x,x,x,186210,MOR<USA-IL>: Garner IL-MG839,,Rangewide,wild,41.71129,-87.86589,NA-Wild collected,USA,Illinois,,,OAK-MOR-001529,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001529_S9_L001_R1_001.fastq.gz,OAK-MOR-001529_S9_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois,subg. Quercus,Quercus,Prinoideae,QUE002502
2503,QUE002503,IL-MG840,,Quercus alba,9/11/17,Mira Garner,HIPP,USA,Illinois,Cook,County,Cranberry Slough Nature Preserve,,Oak woods,,,,,Quercus alba L.,,,,,,,,41.71076,-87.86585,719 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),x,x,x,186366,MOR<USA-IL>: Garner IL-MG840,,Rangewide,wild,41.71076,-87.86585,NA-Wild collected,USA,Illinois,,,OAK-MOR-001530,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001530_S10_L001_R1_001.fastq.gz,OAK-MOR-001530_S10_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus alba from USA:Illinois,subg. Quercus,Quercus,Albae,QUE002503
2510,QUE002510,IL-MG847,,Quercus macrocarpa,9/11/17,Mira Garner,HIPP,USA,Illinois,Cook,County,Cranberry Slough Nature Preserve,,Oak woods,,,,,Quercus macrocarpa Michx.,,,,,,,,41.70489,-87.86563,730 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),x,x,x,186212,MOR<USA-IL>: Garner IL-MG847,,Rangewide,wild,41.70489,-87.86563,NA-Wild collected,USA,Illinois,,,OAK-MOR-001531,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001531_S11_L001_R1_001.fastq.gz,OAK-MOR-001531_S11_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois,subg. Quercus,Quercus,Prinoideae,QUE002510
2511,QUE002511,IL-MG848,,Quercus alba,9/11/17,Mira Garner,HIPP,USA,Illinois,Cook,County,Cranberry Slough Nature Preserve,,Oak woods,,,,,Quercus alba L.,,,,,,,,41.70382,-87.86566,711 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),x,x,x,186371,MOR<USA-IL>: Garner IL-MG848,,Rangewide,wild,41.70382,-87.86566,NA-Wild collected,USA,Illinois,,,OAK-MOR-001532,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001532_S12_L001_R1_001.fastq.gz,OAK-MOR-001532_S12_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus alba from USA:Illinois,subg. Quercus,Quercus,Albae,QUE002511
2515,QUE002515,IL-MG852,,Quercus macrocarpa,9/12/17,Mira Garner,HIPP,USA,Illinois,Grundy,County,"Goose Lake Prairie State Natural Area, Picnic Area",,Prairie,,,,,Quercus macrocarpa Michx.,,,,,,,,41.35763,-88.3248,487 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),x,x,x,186405,MOR<USA-IL>: Garner IL-MG852,,Rangewide,Planted?,41.35763,-88.3248,NA-Wild collected,USA,Illinois,,,OAK-MOR-001533,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001533_S13_L001_R1_001.fastq.gz,OAK-MOR-001533_S13_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois,subg. Quercus,Quercus,Prinoideae,QUE002515
2518,QUE002518,IL-MG855,,Quercus macrocarpa,9/12/17,Mira Garner,HIPP,USA,Illinois,Grundy,County,"Goose Lake Prairie State Natural Area, Picnic Area",,Prairie,,,,,Quercus macrocarpa Michx.,,,,,,,,41.35543,-88.31912,544 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),x,x,x,186430,MOR<USA-IL>: Garner IL-MG855,,Rangewide,Planted?,41.35543,-88.31912,NA-Wild collected,USA,Illinois,,,OAK-MOR-001534,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001534_S14_L001_R1_001.fastq.gz,OAK-MOR-001534_S14_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois,subg. Quercus,Quercus,Prinoideae,QUE002518
2520,QUE002520,IL-MG857,,Quercus macrocarpa,9/12/17,Mira Garner,HIPP,USA,Illinois,Grundy,County,"Goose Lake Prairie State Natural Area, Picnic Area",,Prairie,,,,,Quercus macrocarpa Michx.,,,,,,,,41.35823,-88.3248,541 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),x,x,x,186425,MOR<USA-IL>: Garner IL-MG857,,Rangewide,Planted?,41.35823,-88.3248,NA-Wild collected,USA,Illinois,,,OAK-MOR-001535,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001535_S15_L001_R1_001.fastq.gz,OAK-MOR-001535_S15_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois,subg. Quercus,Quercus,Prinoideae,QUE002520
2521,QUE002521,IL-MG858,,Quercus macrocarpa,9/13/17,Mira Garner,HIPP,USA,Illinois,Lake,County,"Ryerson Woods Conservation Area, At the cabins",,,,,,,Quercus macrocarpa Michx.,,,,,,,,42.18309,-87.91367,663 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),x,x,x,186147,MOR<USA-IL>: Garner IL-MG858,,Rangewide,wild,42.18309,-87.91367,NA-Wild collected,USA,Illinois,,,OAK-MOR-001536,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001536_S16_L001_R1_001.fastq.gz,OAK-MOR-001536_S16_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois,subg. Quercus,Quercus,Prinoideae,QUE002521
