sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4	assembly	fasta_file
MI-MG652	OAK-MOR-001482	HybSeq using Quercus custom baits of Quercus alba from USA:Michigan:St. Joseph County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001482_S42_L001_R1_001.fastq.gz	OAK-MOR-001482_S42_L001_R2_001.fastq.gz				
MI-MG656	OAK-MOR-001483	HybSeq using Quercus custom baits of Quercus alba from USA:Michigan:St. Joseph County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001483_S43_L001_R1_001.fastq.gz	OAK-MOR-001483_S43_L001_R2_001.fastq.gz				
MI-MG661	OAK-MOR-001484	HybSeq using Quercus custom baits of Quercus alba from USA:Michigan:St. Joseph County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001484_S44_L001_R1_001.fastq.gz	OAK-MOR-001484_S44_L001_R2_001.fastq.gz				
MI-MG663	OAK-MOR-001309-miseq	HybSeq using Quercus custom baits of Quercus xschuettei from USA:Michigan:Bay County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001309_mac_S29_L001_R1_001.fastq.gz	OAK-MOR-001309_mac_S29_L001_R2_001.fastq.gz				
MI-MG663	OAK-MOR-001309-hiseq	HybSeq using Quercus custom baits of Quercus xschuettei from USA:Michigan:Bay County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001309_S185_L007_R1_001.fastq.gz	OAK-MOR-001309_S185_L007_R2_001.fastq.gz				
MI-MG668	OAK-MOR-001485	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Michigan:Bay County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001485_S45_L001_R1_001.fastq.gz	OAK-MOR-001485_S45_L001_R2_001.fastq.gz				
MI-MG672	OAK-MOR-001486	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Michigan:Bay County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001486_S46_L001_R1_001.fastq.gz	OAK-MOR-001486_S46_L001_R2_001.fastq.gz				
MI-MG673	OAK-MOR-001310	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Michigan:Washtenaw County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001310_mac_S30_L001_R1_001.fastq.gz	OAK-MOR-001310_mac_S30_L001_R2_001.fastq.gz				
MI-MG674	OAK-MOR-001311	HybSeq using Quercus custom baits of Quercus alba from USA:Michigan:Washtenaw County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001311_alb_S35_L001_R1_001.fastq.gz	OAK-MOR-001311_alb_S35_L001_R2_001.fastq.gz				
MI-MG675	OAK-MOR-001487	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Michigan:Washtenaw County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001487_S47_L001_R1_001.fastq.gz	OAK-MOR-001487_S47_L001_R2_001.fastq.gz				
MI-MG676	OAK-MOR-001488	HybSeq using Quercus custom baits of Quercus alba from USA:Michigan:Washtenaw County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001488_S48_L001_R1_001.fastq.gz	OAK-MOR-001488_S48_L001_R2_001.fastq.gz				
MI-MG678	OAK-MOR-001489	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Michigan:Washtenaw County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001489_S49_L001_R1_001.fastq.gz	OAK-MOR-001489_S49_L001_R2_001.fastq.gz				
MI-MG679	OAK-MOR-001490	HybSeq using Quercus custom baits of Quercus alba from USA:Michigan:Washtenaw County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001490_S50_L001_R1_001.fastq.gz	OAK-MOR-001490_S50_L001_R2_001.fastq.gz				
MI-MG683	OAK-MOR-001491	HybSeq using Quercus custom baits of Quercus alba from USA:Michigan:Ingham County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001491_S51_L001_R1_001.fastq.gz	OAK-MOR-001491_S51_L001_R2_001.fastq.gz				
MI-MG684	OAK-MOR-001492	HybSeq using Quercus custom baits of Quercus bicolor from USA:Michigan:Ingham County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001492_S52_L001_R1_001.fastq.gz	OAK-MOR-001492_S52_L001_R2_001.fastq.gz				
MI-MG688	OAK-MOR-001493	HybSeq using Quercus custom baits of Quercus alba from USA:Michigan:Ingham County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001493_S53_L001_R1_001.fastq.gz	OAK-MOR-001493_S53_L001_R2_001.fastq.gz				
MI-MG692	OAK-MOR-001312	HybSeq using Quercus custom baits of Quercus alba from USA:Michigan:Ingham County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001312_alb_S36_L001_R1_001.fastq.gz	OAK-MOR-001312_alb_S36_L001_R2_001.fastq.gz				
MI-MG693	OAK-MOR-001313	HybSeq using Quercus custom baits of Quercus alba from USA:Michigan:Ingham County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001313_mac_S31_L001_R1_001.fastq.gz	OAK-MOR-001313_mac_S31_L001_R2_001.fastq.gz				
MI-MG698	OAK-MOR-001315	HybSeq using Quercus custom baits of Quercus xschuettei from USA:Michigan:Ingham County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001315_S21_L001_R1_001.fastq.gz	OAK-MOR-001315_S21_L001_R2_001.fastq.gz				
MI-MG699	OAK-MOR-001494	HybSeq using Quercus custom baits of Quercus alba from USA:Michigan:Ingham County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001494_S54_L001_R1_001.fastq.gz	OAK-MOR-001494_S54_L001_R2_001.fastq.gz				
WI-MG700	OAK-MOR-001336	HybSeq using Quercus custom baits of Quercus alba from USA:Wisconsin:Iowa County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001336_S40_L001_R1_001.fastq.gz	OAK-MOR-001336_S40_L001_R2_001.fastq.gz				
WI-MG701	OAK-MOR-001337	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Wisconsin:Iowa County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001337_S41_L001_R1_001.fastq.gz	OAK-MOR-001337_S41_L001_R2_001.fastq.gz				
WI-MG702	OAK-MOR-001338	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Wisconsin:Iowa County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001338_S42_L001_R1_001.fastq.gz	OAK-MOR-001338_S42_L001_R2_001.fastq.gz				
WI-MG703	OAK-MOR-1316	HybSeq using Quercus custom baits of Quercus alba from USA:Wisconsin:Iowa County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001316_S14_L001_R1_001.fastq.gz	OAK-MOR-001316_S14_L001_R2_001.fastq.gz				
WI-MG704	OAK-MOR-001317-001340	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Wisconsin:Iowa County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001317_mac_S32_L001_R1_001.fastq.gz	OAK-MOR-001317_mac_S32_L001_R2_001.fastq.gz	OAK-MOR-001340_S44_L001_R1_001.fastq.gz	OAK-MOR-001340_S44_L001_R2_001.fastq.gz		
WI-MG705	OAK-MOR-001341	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Wisconsin:Iowa County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001341_S45_L001_R1_001.fastq.gz	OAK-MOR-001341_S45_L001_R2_001.fastq.gz				
WI-MG706	OAK-MOR-001342	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Wisconsin:Iowa County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001342_S46_L001_R1_001.fastq.gz	OAK-MOR-001342_S46_L001_R2_001.fastq.gz				
WI-MG707	OAK-MOR-001343	HybSeq using Quercus custom baits of Quercus alba from USA:Wisconsin:Iowa County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001343_S47_L001_R1_001.fastq.gz	OAK-MOR-001343_S47_L001_R2_001.fastq.gz				
WI-MG708	OAK-MOR-001344	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Wisconsin:Iowa County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001344_S48_L001_R1_001.fastq.gz	OAK-MOR-001344_S48_L001_R2_001.fastq.gz				
WI-MG710	OAK-MOR-001345	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Wisconsin:Iowa County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001345_S49_L001_R1_001.fastq.gz	OAK-MOR-001345_S49_L001_R2_001.fastq.gz				
WI-MG711	OAK-MOR-001346	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Wisconsin:Iowa County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001346_S50_L001_R1_001.fastq.gz	OAK-MOR-001346_S50_L001_R2_001.fastq.gz				
WI-MG712	OAK-MOR-001347	HybSeq using Quercus custom baits of Quercus alba from USA:Wisconsin:Iowa County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001347_S51_L001_R1_001.fastq.gz	OAK-MOR-001347_S51_L001_R2_001.fastq.gz				
WI-MG716	OAK-MOR-001495	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Wisconsin:Iowa County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001495_S55_L001_R1_001.fastq.gz	OAK-MOR-001495_S55_L001_R2_001.fastq.gz				
WI-MG720	OAK-MOR-001496	HybSeq using Quercus custom baits of Quercus alba from USA:Wisconsin:Iowa County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001496_S56_L001_R1_001.fastq.gz	OAK-MOR-001496_S56_L001_R2_001.fastq.gz				
WI-MG721	OAK-MOR-001497	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Wisconsin:Waukesha County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001497_S57_L001_R1_001.fastq.gz	OAK-MOR-001497_S57_L001_R2_001.fastq.gz				
WI-MG722	OAK-MOR-001498	HybSeq using Quercus custom baits of Quercus xbebbiana from USA:Wisconsin:Waukesha County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001498_S58_L001_R1_001.fastq.gz	OAK-MOR-001498_S58_L001_R2_001.fastq.gz				
WI-MG729	OAK-MOR-001499	HybSeq using Quercus custom baits of Quercus alba from USA:Wisconsin:Waukesha County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001499_S59_L001_R1_001.fastq.gz	OAK-MOR-001499_S59_L001_R2_001.fastq.gz				
WI-MG730	OAK-MOR-001500	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Wisconsin:Waukesha County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001500_S60_L001_R1_001.fastq.gz	OAK-MOR-001500_S60_L001_R2_001.fastq.gz				
WI-MG736	OAK-MOR-001318	HybSeq using Quercus custom baits of Quercus alba from USA:Wisconsin:Waukesha County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001318_mac_S43_L001_R1_001.fastq.gz	OAK-MOR-001318_mac_S43_L001_R2_001.fastq.gz				
WI-MG737	OAK-MOR-001319	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Wisconsin:Waukesha County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001319_S33_L001_R1_001.fastq.gz	OAK-MOR-001319_S33_L001_R2_001.fastq.gz				
WI-MG741	OAK-MOR-001501	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Wisconsin:Dane County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001501_S61_L001_R1_001.fastq.gz	OAK-MOR-001501_S61_L001_R2_001.fastq.gz				
WI-MG747	OAK-MOR-001502	HybSeq using Quercus custom baits of Quercus alba from USA:Wisconsin:Dane County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001502_S62_L001_R1_001.fastq.gz	OAK-MOR-001502_S62_L001_R2_001.fastq.gz				
WI-MG748	OAK-MOR-001503	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Wisconsin:Dane County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001503_S63_L001_R1_001.fastq.gz	OAK-MOR-001503_S63_L001_R2_001.fastq.gz				
WI-MG753	OAK-MOR-001504	HybSeq using Quercus custom baits of Quercus alba from USA:Wisconsin:Dane County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001504_S64_L001_R1_001.fastq.gz	OAK-MOR-001504_S64_L001_R2_001.fastq.gz				
WI-MG754	OAK-MOR-001505	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Wisconsin:Dane County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001505_S65_L001_R1_001.fastq.gz	OAK-MOR-001505_S65_L001_R2_001.fastq.gz				
WI-MG759	OAK-MOR-001506	HybSeq using Quercus custom baits of Quercus alba from USA:Wisconsin:Dane County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001506_S66_L001_R1_001.fastq.gz	OAK-MOR-001506_S66_L001_R2_001.fastq.gz				
MN-MG761	OAK-MOR-001320	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Minnesota:Le Sueur County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001320_mac_S44_L001_R1_001.fastq.gz	OAK-MOR-001320_mac_S44_L001_R2_001.fastq.gz				
MN-MG764	OAK-MOR-001507	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Minnesota:Le Sueur County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001507_S67_L001_R1_001.fastq.gz	OAK-MOR-001507_S67_L001_R2_001.fastq.gz				
MN-MG767	OAK-MOR-001508	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Minnesota:Le Sueur County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001508_S68_L001_R1_001.fastq.gz	OAK-MOR-001508_S68_L001_R2_001.fastq.gz				
MN-MG770	OAK-MOR-001509	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Minnesota:Stearns County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001509_S69_L001_R1_001.fastq.gz	OAK-MOR-001509_S69_L001_R2_001.fastq.gz				
MN-MG773	OAK-MOR-001321	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Minnesota:Stearns County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001321_mac_S45_L001_R1_001.fastq.gz	OAK-MOR-001321_mac_S45_L001_R2_001.fastq.gz				
MN-MG780	OAK-MOR-001510	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Minnesota:Stearns County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001510_S70_L001_R1_001.fastq.gz	OAK-MOR-001510_S70_L001_R2_001.fastq.gz				
MN-MG782	OAK-MOR-001511	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Minnesota:Ramsey County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001511_S71_L001_R1_001.fastq.gz	OAK-MOR-001511_S71_L001_R2_001.fastq.gz				
MN-MG787	OAK-MOR-001512	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Minnesota:Ramsey County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001512_S72_L001_R1_001.fastq.gz	OAK-MOR-001512_S72_L001_R2_001.fastq.gz				
MN-MG790	OAK-MOR-001513	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Minnesota:Hennepin County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001513_S73_L001_R1_001.fastq.gz	OAK-MOR-001513_S73_L001_R2_001.fastq.gz				
IN-MG791	OAK-MOR-001514	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Indiana:Allen County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001514_S74_L001_R1_001.fastq.gz	OAK-MOR-001514_S74_L001_R2_001.fastq.gz				
IN-MG792	OAK-MOR-001515	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Indiana:Allen County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001515_S75_L001_R1_001.fastq.gz	OAK-MOR-001515_S75_L001_R2_001.fastq.gz				
IN-MG796	OAK-MOR-001516	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Indiana:Allen County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001516_S76_L001_R1_001.fastq.gz	OAK-MOR-001516_S76_L001_R2_001.fastq.gz				
OH-MG797	OAK-MOR-001517	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Ohio:Champaign County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001517_S77_L001_R1_001.fastq.gz	OAK-MOR-001517_S77_L001_R2_001.fastq.gz				
OH-MG800	OAK-MOR-001518	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Ohio:Champaign County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001518_S78_L001_R1_001.fastq.gz	OAK-MOR-001518_S78_L001_R2_001.fastq.gz				
OH-MG804	OAK-MOR-001519	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Ohio:Champaign County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001519_S79_L001_R1_001.fastq.gz	OAK-MOR-001519_S79_L001_R2_001.fastq.gz				
OH-MG808	OAK-MOR-001322	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Ohio:Crawford County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001322_mac_S46_L001_R1_001.fastq.gz	OAK-MOR-001322_mac_S46_L001_R2_001.fastq.gz				
OH-MG811	OAK-MOR-001520	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Ohio:Crawford County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001520_S80_L001_R1_001.fastq.gz	OAK-MOR-001520_S80_L001_R2_001.fastq.gz				
OH-MG815	OAK-MOR-001521	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Ohio:Crawford County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001521_S1_L001_R1_001.fastq.gz	OAK-MOR-001521_S1_L001_R2_001.fastq.gz				
OH-MG817	OAK-MOR-001323	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Ohio:Fulton County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001323_mac_S47_L001_R1_001.fastq.gz	OAK-MOR-001323_mac_S47_L001_R2_001.fastq.gz				
OH-MG818	OAK-MOR-001324	HybSeq using Quercus custom baits of Quercus muehlenbergii from USA:Ohio:Fulton County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001324_S13_L001_R1_001.fastq.gz	OAK-MOR-001324_S13_L001_R2_001.fastq.gz				
